task	subject	sentence_id	mean_a1	mean_a2	mean_b1	mean_b2	mean_g1	mean_g2	mean_t1	mean_t2
TSR	YAG	2	0.33553950069166666	0.37948542616806596	0.41420798714161855	0.5010281249032034	0.42088779404002097	1.3299699447184723	0.5849877244124219	0.40357602835999257
TSR	YAG	2	0.673895492438291	0.7515467631465333	0.812739479383864	0.9865851963840193	0.7948973455907475	2.8924211471272288	1.3017810279663846	0.9385374455422476
TSR	YAG	2	0.6114963796205238	0.7028716003492471	0.7450254460939941	0.8867694472404928	0.757831472186042	3.114188237964841	1.122470302462648	0.7902261585662255
TSR	YAG	2	0.5785880583329205	0.6737463826836164	0.6947148481231059	0.8282971973773466	0.7185583746927376	3.032898019288925	0.9902650899447933	0.7222606581268461
TSR	YAG	2	0.484989343221027	0.5657042866099391	0.615098975796807	0.7162621956051726	0.6304654273056309	2.488252170138648	0.8592960154199275	0.5886219220234437
TSR	YAG	2	0.40692473084598696	0.4500761987278534	0.461343878929177	0.5751055937097347	0.5177079337143191	1.8505935607964854	0.7181242210406703	0.48349780827469857
TSR	YAG	2	0.595446299256746	0.6514238814555562	0.7090120606948417	0.8971332462829725	0.7341978586035297	2.258350199231213	1.156085506819118	0.8290625909436606
TSR	YAG	2	0.8467984292131439	0.9590276618585134	1.0622399485963852	1.311205116921151	1.1026842199468683	4.331409889576637	1.6300505722167906	1.1609504692707366
TSR	YAG	2	0.8297884817710698	0.9463830914290514	1.0511121073617171	1.2762557230011293	1.0843235127691477	4.554061591809764	1.523907257235871	1.10753972326342
TSR	YAG	2	0.7471818800809528	0.8414720794168394	0.936738587995546	1.106308220868976	0.9268072534773372	4.147279221966726	1.2293387497771613	0.9520022911715665
TSR	YAG	2	0.47321265854813616	0.559795298046918	0.575693227804101	0.6884292851019759	0.5964801304421335	2.533633675287498	0.7892092451718573	0.574417190764441
TSR	YAG	2	0.6687907649923328	0.7080704914421285	0.7859554941257141	1.0700619010595758	0.9158778170511056	2.080591405215284	1.3553904117735094	0.9419668952973906
TSR	YAG	2	0.8408750599590873	0.8947750444999365	1.0264327576900039	1.3701580710587618	1.1539627091239952	3.493950633385702	1.5969414431133273	1.1552592737183154
TSR	YAG	2	0.7793832375899361	0.8437841849522476	0.9781677096693105	1.2868422770148178	1.099712698391878	3.197515453267381	1.4094063516766757	1.028298822623957
TSR	YAG	2	0.7902219723497769	0.8708504055765419	0.9567200668085539	1.2013175271163368	1.02891162662589	3.9345887870902834	1.3389346830826814	1.0165233694229938
TSR	YAG	2	0.794818842069751	0.9090528381138923	1.042850447285563	1.2410023608825866	1.0638935533415967	4.576924003917437	1.4062036595474983	1.0296323156582814
TSR	YAG	2	0.6642140815601749	0.7757048398136686	0.8577464485386901	1.1716113346892074	1.0292485413798886	2.017602342385154	1.1957934400899957	0.8678478428994012
TSR	YAG	2	0.7313100117634209	0.7890233194633404	0.9212037613266225	1.215729703907864	1.0446528400488704	2.819322229323439	1.31349879988274	0.9630306939637412
TSR	YAG	2	0.7034557953089018	0.7697192288012256	0.8884562234934524	1.1055561995290526	0.94667761316268	3.29557746841279	1.2122719608624128	0.9065936670953504
TSR	YAG	2	0.6071293233605403	0.6905909401476664	0.728125804639905	0.945587161312049	0.8023735851053448	1.0131851297591117	1.0171562109140895	0.7322969131184798
TSR	YAG	2	0.6916434000636951	0.7016812827769512	0.8087798459417893	1.0813712714699364	0.9328594164111078	1.9560451487328172	1.0905478917625961	0.8364633415783406
TSR	YAG	2	0.7295959025252171	0.8068674198643195	0.9293751304877464	1.138419050873877	0.9713080656451641	3.668925562193423	1.2655484030094544	0.9370723168513295
TSR	YAG	2	0.8120164164490276	0.866788888015537	1.0552011752496222	1.244295208296976	1.0695740966953813	4.053191704838545	1.208872179351884	0.9491882045318422
TSR	YAG	2	0.3761402770316587	0.3611962515380493	0.3910346686252975	0.4963880981495549	0.4040047175129674	0.5903162016414275	0.6135542176041417	0.4219269918045854
TSR	YAG	2	0.42436258883580646	0.4290932776927266	0.47970373503399205	0.565523831201722	0.4611649142228017	1.9549754546523148	0.6565396055809217	0.5068085455797717
TSR	YAG	2	0.6733402988378472	0.7192345972339145	0.8065868286491689	0.9595232484086478	0.759247506850229	1.077075439157702	1.0362516652026457	0.7328953803182184
TSR	YAG	2	0.6449000239043375	0.6743379821561954	0.7503858906556911	0.9524889264190438	0.8018953760843405	1.8603498790243334	1.0038481821464862	0.7218049925884196
TSR	YAG	2	0.6968157201843609	0.7412435397319224	0.9282949677151701	1.0870716002607954	0.8982519906616931	3.0515727097319028	1.1250967021701295	0.8249790546172227
TSR	YAG	2	0.4481042769161248	0.4228437538981229	0.4714386945437967	0.6052081797626022	0.48698915940483817	0.6691850484956947	0.6805086053604766	0.5032152858580735
TSR	YAG	2	0.8965238880843784	0.9210364290077225	1.0540191349158827	1.1967793876501782	0.9875240629070159	4.404752743194538	1.3153936137293925	1.0608404643623885
TSR	YAG	2	0.39654425654513226	0.4553661788311722	0.48775312772302487	0.5606019750649549	0.4805912220492128	0.574925679854141	0.596580296416302	0.41219368467856693
TSR	YAG	2	0.6941346113703079	0.7287834301428543	0.8795259666469889	1.1612568717255793	1.0278099765424895	1.3100199548736153	1.088251278246007	0.7757838320293098
