task	subject	sentence_id	word_id	FFD_a1	FFD_a2	FFD_b1	FFD_b2	FFD_g1	FFD_g2	FFD_t1	FFD_t2	GD_a1	GD_a2	GD_b1	GD_b2	GD_g1	GD_g2	GD_t1	GD_t2	GPT_a1	GPT_a2	GPT_b1	GPT_b2	GPT_g1	GPT_g2	GPT_t1	GPT_t2	SFD_a1	SFD_a2	SFD_b1	SFD_b2	SFD_g1	SFD_g2	SFD_t1	SFD_t2	TRT_a1	TRT_a2	TRT_b1	TRT_b2	TRT_g1	TRT_g2	TRT_t1	TRT_t2
TSR	YAG	2	24	0.08872919605624026	0.1908233588219136	0.47663272447290306	0.4903576820251475	0.5779138147070978	1.3816852064911267	0.4331730862759988	0.12210936556522986	0.08872919605624026	0.1908233588219136	0.47663272447290306	0.4903576820251475	0.5779138147070978	1.3816852064911267	0.4331730862759988	0.12210936556522986	0.08872919605624026	0.1908233588219136	0.47663272447290306	0.4903576820251475	0.5779138147070978	1.3816852064911267	0.4331730862759988	0.12210936556522986	0.08872919605624026	0.1908233588219136	0.47663272447290306	0.4903576820251475	0.5779138147070978	1.3816852064911267	0.4331730862759988	0.12210936556522986	0.08872919605624026	0.1908233588219136	0.47663272447290306	0.4903576820251475	0.5779138147070978	1.3816852064911267	0.4331730862759988	0.12210936556522986
TSR	YAG	2	24	0.4140107930915835	0.5034157143123598	1.0490788393140547	0.7536828948592728	0.5913987216961945	3.045893258387004	1.0245959204169082	0.5566323913348572	0.4140107930915835	0.5034157143123598	1.0490788393140547	0.7536828948592728	0.5913987216961945	3.045893258387004	1.0245959204169082	0.5566323913348572	0.4140107930915835	0.5034157143123598	1.0490788393140547	0.7536828948592728	0.5913987216961945	3.045893258387004	1.0245959204169082	0.5566323913348572	0.4140107930915835	0.5034157143123598	1.0490788393140547	0.7536828948592728	0.5913987216961945	3.045893258387004	1.0245959204169082	0.5566323913348572	0.4140107930915835	0.5034157143123598	1.0490788393140547	0.7536828948592728	0.5913987216961945	3.045893258387004	1.0245959204169082	0.5566323913348572
TSR	YAG	2	24	0.4138696849475723	0.4004134060779786	0.9497123868806698	0.7130521874424189	0.7234350916696952	3.242618743344697	0.9395170131921048	0.6532302561402684	0.4138696849475723	0.4004134060779786	0.9497123868806698	0.7130521874424189	0.7234350916696952	3.242618743344697	0.9395170131921048	0.6532302561402684	0.4138696849475723	0.4004134060779786	0.9497123868806698	0.7130521874424189	0.7234350916696952	3.242618743344697	0.9395170131921048	0.6532302561402684	0.4138696849475723	0.4004134060779786	0.9497123868806698	0.7130521874424189	0.7234350916696952	3.242618743344697	0.9395170131921048	0.6532302561402684	0.4138696849475723	0.4004134060779786	0.9497123868806698	0.7130521874424189	0.7234350916696952	3.242618743344697	0.9395170131921048	0.6532302561402684
TSR	YAG	2	24	0.37956362566432966	0.4138157978610145	0.9244472296549009	0.6703459018516471	0.7579369917707046	3.1775238278834155	0.821339964599697	0.5760231947308626	0.37956362566432966	0.4138157978610145	0.9244472296549009	0.6703459018516471	0.7579369917707046	3.1775238278834155	0.821339964599697	0.5760231947308626	0.37956362566432966	0.4138157978610145	0.9244472296549009	0.6703459018516471	0.7579369917707046	3.1775238278834155	0.821339964599697	0.5760231947308626	0.37956362566432966	0.4138157978610145	0.9244472296549009	0.6703459018516471	0.7579369917707046	3.1775238278834155	0.821339964599697	0.5760231947308626	0.37956362566432966	0.4138157978610145	0.9244472296549009	0.6703459018516471	0.7579369917707046	3.1775238278834155	0.821339964599697	0.5760231947308626
TSR	YAG	2	24	0.40616144130534176	0.28972465902411737	0.7347554164482976	0.5905629056261875	0.6798936777031475	2.504447360338046	0.6813427312461189	0.575892242018425	0.40616144130534176	0.28972465902411737	0.7347554164482976	0.5905629056261875	0.6798936777031475	2.504447360338046	0.6813427312461189	0.575892242018425	0.40616144130534176	0.28972465902411737	0.7347554164482976	0.5905629056261875	0.6798936777031475	2.504447360338046	0.6813427312461189	0.575892242018425	0.40616144130534176	0.28972465902411737	0.7347554164482976	0.5905629056261875	0.6798936777031475	2.504447360338046	0.6813427312461189	0.575892242018425	0.40616144130534176	0.28972465902411737	0.7347554164482976	0.5905629056261875	0.6798936777031475	2.504447360338046	0.6813427312461189	0.575892242018425
TSR	YAG	2	24	0.41817947393253196	0.20764338536032742	0.5871922490355275	0.45979912394443395	0.4783620654740392	1.826509879822203	0.5844790493295838	0.5620232670972242	0.41817947393253196	0.20764338536032742	0.5871922490355275	0.45979912394443395	0.4783620654740392	1.826509879822203	0.5844790493295838	0.5620232670972242	0.41817947393253196	0.20764338536032742	0.5871922490355275	0.45979912394443395	0.4783620654740392	1.826509879822203	0.5844790493295838	0.5620232670972242	0.41817947393253196	0.20764338536032742	0.5871922490355275	0.45979912394443395	0.4783620654740392	1.826509879822203	0.5844790493295838	0.5620232670972242	0.41817947393253196	0.20764338536032742	0.5871922490355275	0.45979912394443395	0.4783620654740392	1.826509879822203	0.5844790493295838	0.5620232670972242
TSR	YAG	2	24	0.46658820474717483	0.5853872457194619	0.7169911483654766	0.6287950274387748	0.39969590503608216	2.4191547325213913	0.7110419554080196	0.4859800861381771	0.46658820474717483	0.5853872457194619	0.7169911483654766	0.6287950274387748	0.39969590503608216	2.4191547325213913	0.7110419554080196	0.4859800861381771	0.46658820474717483	0.5853872457194619	0.7169911483654766	0.6287950274387748	0.39969590503608216	2.4191547325213913	0.7110419554080196	0.4859800861381771	0.46658820474717483	0.5853872457194619	0.7169911483654766	0.6287950274387748	0.39969590503608216	2.4191547325213913	0.7110419554080196	0.4859800861381771	0.46658820474717483	0.5853872457194619	0.7169911483654766	0.6287950274387748	0.39969590503608216	2.4191547325213913	0.7110419554080196	0.4859800861381771
TSR	YAG	2	24	0.6789388321623537	0.5625273005914445	1.3422464965155836	0.9189796233879785	0.7217774434964844	4.705576168378906	1.7661867959971262	1.1594578801834787	0.6789388321623537	0.5625273005914445	1.3422464965155836	0.9189796233879785	0.7217774434964844	4.705576168378906	1.7661867959971262	1.1594578801834787	0.6789388321623537	0.5625273005914445	1.3422464965155836	0.9189796233879785	0.7217774434964844	4.705576168378906	1.7661867959971262	1.1594578801834787	0.6789388321623537	0.5625273005914445	1.3422464965155836	0.9189796233879785	0.7217774434964844	4.705576168378906	1.7661867959971262	1.1594578801834787	0.6789388321623537	0.5625273005914445	1.3422464965155836	0.9189796233879785	0.7217774434964844	4.705576168378906	1.7661867959971262	1.1594578801834787
TSR	YAG	2	24	0.6156096045068032	0.5024023437562203	1.3632230028553312	0.9013733179617485	0.781775824809979	4.943672814703919	1.8863721830896218	1.2689090463113173	0.6156096045068032	0.5024023437562203	1.3632230028553312	0.9013733179617485	0.781775824809979	4.943672814703919	1.8863721830896218	1.2689090463113173	0.6156096045068032	0.5024023437562203	1.3632230028553312	0.9013733179617485	0.781775824809979	4.943672814703919	1.8863721830896218	1.2689090463113173	0.6156096045068032	0.5024023437562203	1.3632230028553312	0.9013733179617485	0.781775824809979	4.943672814703919	1.8863721830896218	1.2689090463113173	0.6156096045068032	0.5024023437562203	1.3632230028553312	0.9013733179617485	0.781775824809979	4.943672814703919	1.8863721830896218	1.2689090463113173
TSR	YAG	2	24	0.5638099228996838	0.45891413194613395	1.1687387858057332	0.778628019229748	0.6578782448277917	4.431665898960022	1.6612915380363942	1.1136809732949788	0.5638099228996838	0.45891413194613395	1.1687387858057332	0.778628019229748	0.6578782448277917	4.431665898960022	1.6612915380363942	1.1136809732949788	0.5638099228996838	0.45891413194613395	1.1687387858057332	0.778628019229748	0.6578782448277917	4.431665898960022	1.6612915380363942	1.1136809732949788	0.5638099228996838	0.45891413194613395	1.1687387858057332	0.778628019229748	0.6578782448277917	4.431665898960022	1.6612915380363942	1.1136809732949788	0.5638099228996838	0.45891413194613395	1.1687387858057332	0.778628019229748	0.6578782448277917	4.431665898960022	1.6612915380363942	1.1136809732949788
