task	subject	sentence_id	word_id	FFD_a1	FFD_a2	FFD_b1	FFD_b2	FFD_g1	FFD_g2	FFD_t1	FFD_t2	GD_a1	GD_a2	GD_b1	GD_b2	GD_g1	GD_g2	GD_t1	GD_t2	GPT_a1	GPT_a2	GPT_b1	GPT_b2	GPT_g1	GPT_g2	GPT_t1	GPT_t2	SFD_a1	SFD_a2	SFD_b1	SFD_b2	SFD_g1	SFD_g2	SFD_t1	SFD_t2	TRT_a1	TRT_a2	TRT_b1	TRT_b2	TRT_g1	TRT_g2	TRT_t1	TRT_t2
TSR	YAC	2	12	0.06442451571813608	0.05499766180461532	0.17071842864641967	0.1566927761360755	0.17288927521986336	0.20697035588706428	0.5528219341649715	0.1061861918072102	0.06442451571813608	0.05499766180461532	0.17071842864641967	0.1566927761360755	0.17288927521986336	0.20697035588706428	0.5528219341649715	0.1061861918072102	0.06442451571813608	0.05499766180461532	0.17071842864641967	0.1566927761360755	0.17288927521986336	0.20697035588706428	0.5528219341649715	0.1061861918072102	0.06442451571813608	0.05499766180461532	0.17071842864641967	0.1566927761360755	0.17288927521986336	0.20697035588706428	0.5528219341649715	0.1061861918072102	0.06442451571813608	0.05499766180461532	0.17071842864641967	0.1566927761360755	0.17288927521986336	0.20697035588706428	0.5528219341649715	0.1061861918072102
TSR	YAC	2	12	0.08618576449459422	0.14097490372199495	0.19276673595546343	0.27339597012160305	0.3598141558780425	0.4162236468535329	0.2920932223257345	0.08488445490506982	0.08618576449459422	0.14097490372199495	0.19276673595546343	0.27339597012160305	0.3598141558780425	0.4162236468535329	0.2920932223257345	0.08488445490506982	0.08618576449459422	0.14097490372199495	0.19276673595546343	0.27339597012160305	0.3598141558780425	0.4162236468535329	0.2920932223257345	0.08488445490506982	0.08618576449459422	0.14097490372199495	0.19276673595546343	0.27339597012160305	0.3598141558780425	0.4162236468535329	0.2920932223257345	0.08488445490506982	0.08618576449459422	0.14097490372199495	0.19276673595546343	0.27339597012160305	0.3598141558780425	0.4162236468535329	0.2920932223257345	0.08488445490506982
TSR	YAC	2	12	0.08089873353272081	0.17557736633176746	0.1944330261825833	0.21605752008326673	0.19841087937223167	0.17516697666794084	0.4360665139707376	0.12771042026813378	0.08089873353272081	0.17557736633176746	0.1944330261825833	0.21605752008326673	0.19841087937223167	0.17516697666794084	0.4360665139707376	0.12771042026813378	0.08089873353272081	0.17557736633176746	0.1944330261825833	0.21605752008326673	0.19841087937223167	0.17516697666794084	0.4360665139707376	0.12771042026813378	0.08089873353272081	0.17557736633176746	0.1944330261825833	0.21605752008326673	0.19841087937223167	0.17516697666794084	0.4360665139707376	0.12771042026813378	0.08089873353272081	0.17557736633176746	0.1944330261825833	0.21605752008326673	0.19841087937223167	0.17516697666794084	0.4360665139707376	0.12771042026813378
TSR	YAC	2	12	0.09517749844403192	0.2628954069910846	0.25599746284735425	0.287260347211228	0.3035291765065048	0.2594761570797301	0.7481397671842697	0.2109753428057443	0.09517749844403192	0.2628954069910846	0.25599746284735425	0.287260347211228	0.3035291765065048	0.2594761570797301	0.7481397671842697	0.2109753428057443	0.09517749844403192	0.2628954069910846	0.25599746284735425	0.287260347211228	0.3035291765065048	0.2594761570797301	0.7481397671842697	0.2109753428057443	0.09517749844403192	0.2628954069910846	0.25599746284735425	0.287260347211228	0.3035291765065048	0.2594761570797301	0.7481397671842697	0.2109753428057443	0.09517749844403192	0.2628954069910846	0.25599746284735425	0.287260347211228	0.3035291765065048	0.2594761570797301	0.7481397671842697	0.2109753428057443
TSR	YAC	2	12	0.07708895708360042	0.12945597729490754	0.16634702294551565	0.19621624702891466	0.1952291669261252	0.30286775663707527	0.2196348269284698	0.08848668698041758	0.07708895708360042	0.12945597729490754	0.16634702294551565	0.19621624702891466	0.1952291669261252	0.30286775663707527	0.2196348269284698	0.08848668698041758	0.07708895708360042	0.12945597729490754	0.16634702294551565	0.19621624702891466	0.1952291669261252	0.30286775663707527	0.2196348269284698	0.08848668698041758	0.07708895708360042	0.12945597729490754	0.16634702294551565	0.19621624702891466	0.1952291669261252	0.30286775663707527	0.2196348269284698	0.08848668698041758	0.07708895708360042	0.12945597729490754	0.16634702294551565	0.19621624702891466	0.1952291669261252	0.30286775663707527	0.2196348269284698	0.08848668698041758
TSR	YAC	2	12	0.1281364113998166	0.15699218574760362	0.2378022192325143	0.21647940852474992	0.17649763827780104	0.3154547634508011	0.12066959082146353	0.07699282570130134	0.1281364113998166	0.15699218574760362	0.2378022192325143	0.21647940852474992	0.17649763827780104	0.3154547634508011	0.12066959082146353	0.07699282570130134	0.1281364113998166	0.15699218574760362	0.2378022192325143	0.21647940852474992	0.17649763827780104	0.3154547634508011	0.12066959082146353	0.07699282570130134	0.1281364113998166	0.15699218574760362	0.2378022192325143	0.21647940852474992	0.17649763827780104	0.3154547634508011	0.12066959082146353	0.07699282570130134	0.1281364113998166	0.15699218574760362	0.2378022192325143	0.21647940852474992	0.17649763827780104	0.3154547634508011	0.12066959082146353	0.07699282570130134
TSR	YAC	2	12	0.07349311350199844	0.1392223370600724	0.14915791261426978	0.2067991077490037	0.23089200685753317	0.18698350980489523	0.3016142632485947	0.09254091588483737	0.07349311350199844	0.1392223370600724	0.14915791261426978	0.2067991077490037	0.23089200685753317	0.18698350980489523	0.3016142632485947	0.09254091588483737	0.07349311350199844	0.1392223370600724	0.14915791261426978	0.2067991077490037	0.23089200685753317	0.18698350980489523	0.3016142632485947	0.09254091588483737	0.07349311350199844	0.1392223370600724	0.14915791261426978	0.2067991077490037	0.23089200685753317	0.18698350980489523	0.3016142632485947	0.09254091588483737	0.07349311350199844	0.1392223370600724	0.14915791261426978	0.2067991077490037	0.23089200685753317	0.18698350980489523	0.3016142632485947	0.09254091588483737
TSR	YAC	2	12	0.05418440320667291	0.1186949389463093	0.13108450220069096	0.17469884429291066	0.19456882154907534	0.16245047233774626	0.2969598576336222	0.08267250880957903	0.05418440320667291	0.1186949389463093	0.13108450220069096	0.17469884429291066	0.19456882154907534	0.16245047233774626	0.2969598576336222	0.08267250880957903	0.05418440320667291	0.1186949389463093	0.13108450220069096	0.17469884429291066	0.19456882154907534	0.16245047233774626	0.2969598576336222	0.08267250880957903	0.05418440320667291	0.1186949389463093	0.13108450220069096	0.17469884429291066	0.19456882154907534	0.16245047233774626	0.2969598576336222	0.08267250880957903	0.05418440320667291	0.1186949389463093	0.13108450220069096	0.17469884429291066	0.19456882154907534	0.16245047233774626	0.2969598576336222	0.08267250880957903
TSR	YAC	2	12	0.2094248685588685	0.5075521079213838	0.5315021440835761	0.6360884709801371	0.6389841353517319	0.4504600613812563	1.3354984914305996	0.3757891804741164	0.2094248685588685	0.5075521079213838	0.5315021440835761	0.6360884709801371	0.6389841353517319	0.4504600613812563	1.3354984914305996	0.3757891804741164	0.2094248685588685	0.5075521079213838	0.5315021440835761	0.6360884709801371	0.6389841353517319	0.4504600613812563	1.3354984914305996	0.3757891804741164	0.2094248685588685	0.5075521079213838	0.5315021440835761	0.6360884709801371	0.6389841353517319	0.4504600613812563	1.3354984914305996	0.3757891804741164	0.2094248685588685	0.5075521079213838	0.5315021440835761	0.6360884709801371	0.6389841353517319	0.4504600613812563	1.3354984914305996	0.3757891804741164
TSR	YAC	2	12	0.25766616716578644	0.42279238627938165	0.4759684624873553	0.5532133331941027	0.5317724795112359	0.3371321994161782	0.7429243366600845	0.27186377940697426	0.25766616716578644	0.42279238627938165	0.4759684624873553	0.5532133331941027	0.5317724795112359	0.3371321994161782	0.7429243366600845	0.27186377940697426	0.25766616716578644	0.42279238627938165	0.4759684624873553	0.5532133331941027	0.5317724795112359	0.3371321994161782	0.7429243366600845	0.27186377940697426	0.25766616716578644	0.42279238627938165	0.4759684624873553	0.5532133331941027	0.5317724795112359	0.3371321994161782	0.7429243366600845	0.27186377940697426	0.25766616716578644	0.42279238627938165	0.4759684624873553	0.5532133331941027	0.5317724795112359	0.3371321994161782	0.7429243366600845	0.27186377940697426
