task	subject	sentence_id	mean_a1	mean_a2	mean_b1	mean_b2	mean_g1	mean_g2	mean_t1	mean_t2
TSR	YAC	2	0.16171909669990672	0.18652774662990038	0.20557382780249772	0.26683140058081106	0.22753861075616522	0.24010195492522599	0.25305301014883635	0.1848366352871776
TSR	YAC	2	0.14886353987980522	0.17013382493659074	0.18757108271071143	0.25067351543759997	0.25442262527446025	0.28901732156221843	0.1768569238447108	0.14811608617211663
TSR	YAC	2	0.13878429600370967	0.17189663767702365	0.18304904870435404	0.22165836218923032	0.19143024244447565	0.181811604179371	0.22046335931215183	0.15935908660086387
TSR	YAC	2	0.21934052528937822	0.26811311605947086	0.2871019899636054	0.3607654827598312	0.3018703197740379	0.3050377795404458	0.3582225156141879	0.25604973460515273
TSR	YAC	2	0.1054444497893793	0.12769217510160327	0.1488327689335579	0.18379849414041868	0.18147931825825028	0.2000866777857815	0.16055120173365278	0.1153206979136454
TSR	YAC	2	0.13074485031795274	0.1438011147801862	0.16706956208529916	0.19825182655147122	0.18557535864129954	0.2675753867439238	0.16694466225901594	0.14936959456386
TSR	YAC	2	0.11358040636120666	0.13614945746958956	0.140229000985997	0.1791842103837399	0.16394581967482363	0.17008534693941302	0.15780340653943467	0.1224254080272171
TSR	YAC	2	0.10384235768123629	0.12517732688011754	0.1275098111913804	0.1633296703097062	0.14563338064591588	0.1548668419323038	0.1479774303747899	0.11285025040688136
TSR	YAC	2	0.41666885418926364	0.5110764167367325	0.5290226183451975	0.6588149403684272	0.5583498447217433	0.5527055878290525	0.6464069157479417	0.4728363394447176
TSR	YAC	2	0.2981059621071394	0.35722890560749637	0.3815063171630867	0.45218703365303237	0.40850433273624387	0.3974439904446381	0.4331847168788959	0.33836277904795564
TSR	YAC	2	0.22702570210965328	0.24205255091006891	0.28260018384966556	0.3329119686211378	0.29549947722551506	0.4250895808992159	0.2893758953499252	0.26064371469552455
TSR	YAC	2	0.3812856987121468	0.46092571402792554	0.49351838221220545	0.6022029627022627	0.53122390494946	0.5667033066127312	0.5729297833366314	0.44214043699126426
TSR	YAC	2	0.2186001477368338	0.2648133931354801	0.272894366044315	0.34009087277973415	0.30331509953247127	0.30111186355322167	0.31566897165869096	0.24094887643572888
TSR	YAC	2	0.207497068720305	0.2465485942436959	0.2536408321484359	0.33045642338305825	0.3053423870028899	0.33943066996119176	0.2830498123601074	0.22084547893250983
TSR	YAC	2	0.15523107148290324	0.1771089789631877	0.1939581604689559	0.24202096534488657	0.22644517077891213	0.23426235225026512	0.20548661191450415	0.16997584563321805
TSR	YAC	2	0.2414832776816739	0.2558577042049996	0.29872896154387796	0.3507469498707328	0.3143428714550531	0.4104006710785547	0.31046042425404063	0.2732299185231231
TSR	YAC	2	0.1294836536824259	0.15831933102216225	0.16957683372402077	0.19855864518951355	0.17776476577223993	0.16802343002493386	0.199662428682417	0.15006935177173744
TSR	YAC	2	0.17392252965722826	0.2023498515479383	0.21820834824280427	0.27234081766301227	0.2541423685828593	0.25980359084003657	0.23484676370950266	0.19094104967832665
TSR	YAC	2	0.16970258767344673	0.2011183986577729	0.21304152333235618	0.2712199169280191	0.25246837483473233	0.2591863881618807	0.2305741267396056	0.18607819961099067
TSR	YAC	2	0.11443313833535436	0.13037560770450585	0.14694849689246442	0.1964479457061926	0.19878320335426827	0.21485002430166805	0.1387005299845314	0.11656446519079071
TSR	YAC	2	0.24352058044783528	0.26456720371072084	0.30232161784768774	0.35436479301438045	0.3216853294876935	0.3811099095746833	0.3203560374145316	0.2725553780458203
TSR	YAC	2	0.2248452720105262	0.2384215417318176	0.2841636812897282	0.3325517613156698	0.30371943877345736	0.3822048747533383	0.30036360953097613	0.2582269653258461
TSR	YAC	2	0.2867724621706972	0.31064508016677095	0.3671823043571342	0.43686898284400555	0.38633102345660636	0.5825740295959181	0.37871504109393056	0.34180097861742464
TSR	YAC	2	0.27618000896176637	0.29963166895977106	0.3525754603574868	0.420937320119213	0.3710456913372495	0.5613199453314275	0.36400071111510207	0.3296361409125451
