	task	subject	sentence_id	word_id	FFD_a1	FFD_a2	FFD_b1	FFD_b2	FFD_g1	FFD_g2	FFD_t1	FFD_t2	GD_a1	GD_a2	GD_b1	GD_b2	GD_g1	GD_g2	GD_t1	GD_t2	GPT_a1	GPT_a2	GPT_b1	GPT_b2	GPT_g1	GPT_g2	GPT_t1	GPT_t2	SFD_a1	SFD_a2	SFD_b1	SFD_b2	SFD_g1	SFD_g2	SFD_t1	SFD_t2	TRT_a1	TRT_a2	TRT_b1	TRT_b2	TRT_g1	TRT_g2	TRT_t1	TRT_t2
0	NR	YAG	2	12	0.3185768796118358	0.2720867111644056	0.42962510466970255	0.5822026441887397	0.29100396785478017	0.37880821947568377	0.6310497638389199	0.4048530804981255	0.3185768796118358	0.2720867111644056	0.42962510466970255	0.5822026441887397	0.29100396785478017	0.37880821947568377	0.6310497638389199	0.4048530804981255	0.40217524407722316	0.3010272101029855	0.43845085124780386	0.5366387471378066	0.3316934466357764	0.3767704348606151	0.3992978535300825	0.29419152648868213	0.3185768796118358	0.2720867111644056	0.42962510466970255	0.5822026441887397	0.29100396785478017	0.37880821947568377	0.6310497638389199	0.4048530804981255	0.3185768796118358	0.2720867111644056	0.42962510466970255	0.5822026441887397	0.29100396785478017	0.37880821947568377	0.6310497638389199	0.4048530804981255
1	NR	YAG	2	12	0.29956343741058783	0.738178636585067	1.0245502366737749	1.201486386175132	0.6530009652141939	0.9241431782288753	1.631232113852278	0.684732192537204	0.29956343741058783	0.738178636585067	1.0245502366737749	1.201486386175132	0.6530009652141939	0.9241431782288753	1.631232113852278	0.684732192537204	0.8055138058471479	0.8670515541725881	1.0503826438068693	0.8803771946320111	0.711503987380478	0.8233161782149434	1.6076168457800613	0.8907405750389921	0.29956343741058783	0.738178636585067	1.0245502366737749	1.201486386175132	0.6530009652141939	0.9241431782288753	1.631232113852278	0.684732192537204	0.29956343741058783	0.738178636585067	1.0245502366737749	1.201486386175132	0.6530009652141939	0.9241431782288753	1.631232113852278	0.684732192537204
2	NR	YAG	2	12	0.42485898367265923	0.652221068911169	0.9668631745977294	1.1082049226893775	0.6428858604098708	0.9505452727363106	1.551500055767182	0.6377169592735215	0.42485898367265923	0.652221068911169	0.9668631745977294	1.1082049226893775	0.6428858604098708	0.9505452727363106	1.551500055767182	0.6377169592735215	0.5793138385082008	0.6860408506854521	0.9646329789916461	0.7865307668060468	0.6772447126893761	0.7741481475454219	1.4957497909309685	0.7897643447404594	0.42485898367265923	0.652221068911169	0.9668631745977294	1.1082049226893775	0.6428858604098708	0.9505452727363106	1.551500055767182	0.6377169592735215	0.42485898367265923	0.652221068911169	0.9668631745977294	1.1082049226893775	0.6428858604098708	0.9505452727363106	1.551500055767182	0.6377169592735215
3	NR	YAG	2	12	0.2778181919474817	0.7131601484608288	0.8014950438659659	1.0645837092024635	0.6234872302678796	0.7432585287670506	1.1729853528753482	0.4829506483552099	0.2778181919474817	0.7131601484608288	0.8014950438659659	1.0645837092024635	0.6234872302678796	0.7432585287670506	1.1729853528753482	0.4829506483552099	0.429935810491005	0.6409095588157809	0.9092895509105918	0.7723245768171871	0.6389297550812831	0.6543796526276153	1.0678324986597816	0.606108949123989	0.2778181919474817	0.7131601484608288	0.8014950438659659	1.0645837092024635	0.6234872302678796	0.7432585287670506	1.1729853528753482	0.4829506483552099	0.2778181919474817	0.7131601484608288	0.8014950438659659	1.0645837092024635	0.6234872302678796	0.7432585287670506	1.1729853528753482	0.4829506483552099
4	NR	YAG	2	12	0.29474207369801475	0.43907442321515416	0.6387759817685909	0.8887102631710613	0.6033564569617701	0.6559479741624664	1.227483811143328	0.4409657618182687	0.29474207369801475	0.43907442321515416	0.6387759817685909	0.8887102631710613	0.6033564569617701	0.6559479741624664	1.227483811143328	0.4409657618182687	0.41752309703852974	0.5201277633720346	0.5984078530826114	0.6988593754167167	0.618268251608665	0.559075952799616	1.0280275080653787	0.4809678161756539	0.29474207369801475	0.43907442321515416	0.6387759817685909	0.8887102631710613	0.6033564569617701	0.6559479741624664	1.227483811143328	0.4409657618182687	0.29474207369801475	0.43907442321515416	0.6387759817685909	0.8887102631710613	0.6033564569617701	0.6559479741624664	1.227483811143328	0.4409657618182687
5	NR	YAG	2	12	0.10617307093985062	0.5018134190808962	0.4890773826180608	0.7881247920819179	0.47533303345201705	0.5825296594711075	0.8488741103875822	0.36566366289587293	0.10617307093985062	0.5018134190808962	0.4890773826180608	0.7881247920819179	0.47533303345201705	0.5825296594711075	0.8488741103875822	0.36566366289587293	0.2840562883164235	0.46200787613668026	0.5197984125468953	0.5956494760063121	0.523453175486025	0.5332698306703229	0.6406157557690771	0.24158462026884053	0.10617307093985062	0.5018134190808962	0.4890773826180608	0.7881247920819179	0.47533303345201705	0.5825296594711075	0.8488741103875822	0.36566366289587293	0.10617307093985062	0.5018134190808962	0.4890773826180608	0.7881247920819179	0.47533303345201705	0.5825296594711075	0.8488741103875822	0.36566366289587293
6	NR	YAG	2	12	0.24003885063351782	0.4935210139665709	0.7938776387720521	0.944876899717054	0.4889318571250574	0.7504283558207746	1.2377792450833887	0.5042417895774951	0.24003885063351782	0.4935210139665709	0.7938776387720521	0.944876899717054	0.4889318571250574	0.7504283558207746	1.2377792450833887	0.5042417895774951	0.5722534872731411	0.5743144797548791	0.8029981241274506	0.697518323334295	0.45217451501014916	0.5704352491181077	1.251500298485031	0.7641170943357449	0.24003885063351782	0.4935210139665709	0.7938776387720521	0.944876899717054	0.4889318571250574	0.7504283558207746	1.2377792450833887	0.5042417895774951	0.24003885063351782	0.4935210139665709	0.7938776387720521	0.944876899717054	0.4889318571250574	0.7504283558207746	1.2377792450833887	0.5042417895774951
7	NR	YAG	2	12	0.35202301744685877	0.9771089888715656	1.0699522694441137	1.265493293145308	0.8807524381182787	1.1021613090438163	1.7366400238381214	0.6244805543315138	0.35202301744685877	0.9771089888715656	1.0699522694441137	1.265493293145308	0.8807524381182787	1.1021613090438163	1.7366400238381214	0.6244805543315138	0.6673779984438483	0.8997973785700649	1.2212179714985019	0.9326139640355566	0.9766454434189514	1.0298669699383718	1.8841973711650413	0.9019935589362067	0.35202301744685877	0.9771089888715656	1.0699522694441137	1.265493293145308	0.8807524381182787	1.1021613090438163	1.7366400238381214	0.6244805543315138	0.35202301744685877	0.9771089888715656	1.0699522694441137	1.265493293145308	0.8807524381182787	1.1021613090438163	1.7366400238381214	0.6244805543315138
8	NR	YAG	2	12	0.31168113230335887	0.8571411462080399	1.004979281366455	1.2759401777097756	0.9346987092310884	1.105396621396086	1.5714671387654873	0.5774804116565193	0.31168113230335887	0.8571411462080399	1.004979281366455	1.2759401777097756	0.9346987092310884	1.105396621396086	1.5714671387654873	0.5774804116565193	0.5472258002159555	0.6900697210346448	1.2731327249175948	1.0023795156606699	1.0609524385916949	1.0517303643136544	1.6682495267715218	0.7766816270447796	0.31168113230335887	0.8571411462080399	1.004979281366455	1.2759401777097756	0.9346987092310884	1.105396621396086	1.5714671387654873	0.5774804116565193	0.31168113230335887	0.8571411462080399	1.004979281366455	1.2759401777097756	0.9346987092310884	1.105396621396086	1.5714671387654873	0.5774804116565193
9	NR	YAG	2	12	0.30872583366310424	0.910449924410567	0.8516790908305977	1.1465280426116713	0.7362126077359503	0.9684096053465028	1.5099956686064275	0.37935528364874477	0.30872583366310424	0.910449924410567	0.8516790908305977	1.1465280426116713	0.7362126077359503	0.9684096053465028	1.5099956686064275	0.37935528364874477	0.43847112584186576	0.7188682802174158	1.0100312794068118	0.8983635394872348	0.8591247676311028	0.8707626709401295	1.553322822766113	0.6208762808750483	0.30872583366310424	0.910449924410567	0.8516790908305977	1.1465280426116713	0.7362126077359503	0.9684096053465028	1.5099956686064275	0.37935528364874477	0.30872583366310424	0.910449924410567	0.8516790908305977	1.1465280426116713	0.7362126077359503	0.9684096053465028	1.5099956686064275	0.37935528364874477
