task	subject	sentence_id	mean_a1	mean_a2	mean_b1	mean_b2	mean_g1	mean_g2	mean_t1	mean_t2
NR	YAG	2	0.2775476780485869	0.30870126469064396	0.4431989476324956	0.5022422209352561	0.38840671009336164	0.4232383976276463	0.47880345244320505	0.32062433291932285
NR	YAG	2	0.6849183559282683	0.7171128557504471	0.9360039856527406	0.9866686327453154	0.7511059721889777	0.8604631328471655	1.1103615176384747	0.8105576587410738
NR	YAG	2	0.6492507166343392	0.6658020884181651	0.8591788623592288	0.9069672844010681	0.7018092987220088	0.772054501867488	1.0134404365089595	0.7705783196604342
NR	YAG	2	0.5408298204384385	0.6101243695878736	0.7160990573023337	0.805602985010166	0.6456150235224075	0.689190169828453	0.8461950811876643	0.6155091528817699
NR	YAG	2	0.4786452316760542	0.5070296678450102	0.5176311751823894	0.6611856770879974	0.5768944147249021	0.5993443506768252	0.8076219944409692	0.5595193476654741
NR	YAG	2	0.37985986915902736	0.4520181639643308	0.41413783789304703	0.5404627692281545	0.4661696674015867	0.5054333247676651	0.5526718117658191	0.4115297068123005
NR	YAG	2	0.5654941715441839	0.5832651287305934	0.7184873533566422	0.7775553944569572	0.5692754248712045	0.6867224564124134	0.9077864410187215	0.659998715324746
NR	YAG	2	0.7810231320899488	0.8763348362373781	1.0757861363653196	1.1185835396811874	0.8702223909737768	1.0016628579530356	1.3074580352817071	0.9271893756220547
NR	YAG	2	0.7121520955805598	0.8409661946304826	1.1287932412794053	1.1642717953150177	0.8962604443976095	1.0127806573068046	1.2589645418945024	0.8524154235723337
NR	YAG	2	0.6266135831636676	0.7370283836570439	0.8226754950538347	0.9746762188458575	0.8045403851376616	0.8136984541337813	1.0693896522216253	0.7432915546751957
NR	YAG	2	0.4853994609615274	0.49886518727446155	0.4814062743545617	0.6808780443632861	0.6234156509530538	0.6528227691296494	0.6950242420662273	0.5419046963271017
NR	YAG	2	0.5082852202921605	0.5748577348445643	0.7306098364980985	0.7408806615796859	0.589380015649971	0.6329093630942013	0.8869308758257668	0.6303265967045903
NR	YAG	2	0.5965172140716996	0.6895308954277425	0.8237264693131007	0.9908202400345408	0.8402901792459522	0.8264975667788483	1.0247292209374521	0.7417849403452883
NR	YAG	2	0.5540970680928382	0.6291148474284518	0.8137561249399546	0.9847617429113921	0.8232241281859953	0.8162133111503559	0.9021777555545192	0.6851810460775595
NR	YAG	2	0.5752062611110587	0.6651805584239692	0.8493403872537216	1.0546055431513546	0.8841302932918214	0.8869301364809469	0.9870070555695949	0.7197156632192793
NR	YAG	2	0.636194781665583	0.773605490535421	0.8884448950436783	1.0769340188473606	0.9026084856677273	0.9570878844901264	1.1313825915632156	0.7795763628158408
NR	YAG	2	0.47575299509719804	0.57375864717989	0.6205356848306283	0.6900704365663648	0.5895544262856413	0.6544704770519976	0.7626377766486989	0.5737255355489564
NR	YAG	2	0.5550953932724702	0.5722772699662682	0.7937425433270623	1.0678705239596287	0.9690009208802761	0.9250671369306427	0.8847512266369935	0.7042108619462994
NR	YAG	2	0.5401416428127882	0.5864891177342008	0.7773921494524879	1.0056200972015354	0.841429942616093	0.8411874819883648	0.8517458976281097	0.6450766418561826
NR	YAG	2	0.44809435753331384	0.3884679791427833	0.5871662004931505	0.7342683326854546	0.5375951304668115	0.6101254650144247	0.6007405414926797	0.47906393523919133
NR	YAG	2	0.5258302355874167	0.5034768596040613	0.7062414158759455	0.974945413365218	0.8006671051036526	0.8202002158370946	0.7133783569185609	0.6052261277738695
NR	YAG	2	0.5616847330854573	0.6180540439932244	0.8143090923486171	1.0253601179320637	0.844182533114538	0.860290026127729	0.9053053999562936	0.6707467287677876
NR	YAG	2	0.6989321720615556	0.649633851360029	0.7988665833726852	1.1944360181573894	0.9650024293221829	0.9740442552733088	1.077723805612317	0.8268554973235605
NR	YAG	2	0.3590035241953892	0.2967008601163259	0.3556374175115923	0.4720942090226816	0.3782622535453715	0.38955673609675695	0.3743793371622174	0.354371165730264
NR	YAG	2	0.2636610974950317	0.25805176233546545	0.26398182369564355	0.32990865414610243	0.22885286979757874	0.24178936229054176	0.3794131612011629	0.31285149821920016
NR	YAG	2	0.6165408849078451	0.5067792984115228	0.627919164028687	0.9454543357451871	0.7416469606657999	0.7864494807411987	0.7020414694185786	0.6218827820238804
NR	YAG	2	0.5750276301617022	0.5098214557308539	0.7027784751938388	1.038581143141995	0.8435643642908398	0.8916508815671906	0.7250594917798006	0.6314472037505962
NR	YAG	2	0.5856854076060632	0.5557142732396171	0.7131255939030925	1.1115461220769303	0.8950339634098989	0.880800867276468	0.8389795780802689	0.656408675655797
NR	YAG	2	0.416462489435666	0.3353526252528293	0.3680087417821434	0.5463870754780187	0.4403530365578491	0.4389447576465802	0.41488573360536823	0.40508996539167863
NR	YAG	2	0.5032723762178833	0.5018341616690863	0.48372786619280944	0.5980070601394301	0.4106407058694511	0.40605362618793744	0.7153728574851708	0.5753452972193861
NR	YAG	2	0.39985075306347245	0.3911083779485432	0.5180007977536663	1.026746495330179	1.067864405091718	1.1253245036009254	0.5826142599258292	0.41933832528462717
NR	YAG	2	0.7850012242393866	0.6897592569761128	0.7468839804050947	1.2625765000036673	1.0552741122034217	1.275087755621624	0.8541275462413198	0.8106962110612133
NR	YAG	2	0.5702291537269474	0.4903539460147519	0.6211282014318299	0.9993892431584382	0.81637790691352	0.8351185260251032	0.7200781618349488	0.6128785533906693
NR	YAG	2	0.5657472039880559	0.4490702205986343	0.47321665344706243	0.7764095781638896	0.639875691993621	0.6306028696391751	0.6093899337303178	0.5691026687352406
NR	YAG	2	0.6833465888867406	0.6213778744212197	0.6051636124094248	0.8432133081804409	0.6447183923073904	0.741756961523931	0.8617972509639296	0.7699612352021202
NR	YAG	2	0.6292226717650228	0.6305041020147956	0.6998658251304087	1.4494585779758205	1.4542943789263871	1.475798570224631	0.8911172705142324	0.7885831404153939
NR	YAG	2	0.8303584722684313	0.7641044703741596	0.7649838558397254	1.3775628167473333	1.2319163171740692	1.305580096942056	1.0306716352772847	0.9099990450727837
NR	YAG	2	0.6244113153428277	0.5180925309154492	0.6164675193606353	1.0572486813622073	0.8818526081576903	0.8789341437986042	0.7924620478242222	0.6854289072258967
NR	YAG	2	0.6617301607174336	0.588281140876755	0.5952596453398873	0.9238039342084234	0.751593663086493	0.9301765103988211	0.8344275795807286	0.7555206838124825
NR	YAG	2	0.6616809437777291	0.596031424279076	0.5785542417456516	0.8303954927040916	0.6536983867846878	0.7423872716437157	0.8286507350502266	0.7452324927786746
NR	YAG	2	0.7968377730091105	0.7352059094710446	0.692169407887811	0.9678348968602709	0.8093744229593467	0.7674744445119708	1.0085435352923757	0.8752058841893555
NR	YAG	2	1.1227989732640578	1.3763456402262844	1.2486588153320137	1.4733613499783351	1.0853922962239235	1.1784880246237124	1.8682383288735653	1.3158181584454471
NR	YAG	2	0.985522633055572	1.1155949596468133	0.9774193037032322	1.1749101060263727	0.8304142600135485	0.799810290437731	1.561424375713399	1.140816379697596
