task	subject	sentence_id	word_id	FFD_a1	FFD_a2	FFD_b1	FFD_b2	FFD_g1	FFD_g2	FFD_t1	FFD_t2	GD_a1	GD_a2	GD_b1	GD_b2	GD_g1	GD_g2	GD_t1	GD_t2	GPT_a1	GPT_a2	GPT_b1	GPT_b2	GPT_g1	GPT_g2	GPT_t1	GPT_t2	SFD_a1	SFD_a2	SFD_b1	SFD_b2	SFD_g1	SFD_g2	SFD_t1	SFD_t2	TRT_a1	TRT_a2	TRT_b1	TRT_b2	TRT_g1	TRT_g2	TRT_t1	TRT_t2
NR	YAG	0	12	0.24571913365659234	0.16091379484701554	0.40126573394727144	0.5412019240067786	0.5620107881980448	0.48372301550499874	0.07130398371383262	0.12757383828719276	0.24571913365659234	0.16091379484701554	0.40126573394727144	0.5412019240067786	0.5620107881980448	0.48372301550499874	0.07130398371383262	0.12757383828719276	0.1999464412231265	0.26475959012956457	0.4392113772931498	0.5690145972715123	0.48823116393909305	0.4974413775696052	0.07862339263362866	0.11926464122846417	0.24571913365659234	0.16091379484701554	0.40126573394727144	0.5412019240067786	0.5620107881980448	0.48372301550499874	0.07130398371383262	0.12757383828719276	0.24571913365659234	0.16091379484701554	0.40126573394727144	0.5412019240067786	0.5620107881980448	0.48372301550499874	0.07130398371383262	0.12757383828719276
NR	YAG	0	12	0.6580155043645429	0.32549597176809975	0.8764177106102833	0.9068563881108155	0.8722852009284626	1.2060258714090282	0.5174929644166382	0.13952940498487554	0.6580155043645429	0.32549597176809975	0.8764177106102833	0.9068563881108155	0.8722852009284626	1.2060258714090282	0.5174929644166382	0.13952940498487554	0.5243443156222092	0.3013108258457964	0.8341237293098227	0.8225209601949174	0.6487799615565795	0.8427694420804197	0.46904218504919515	0.2660203138711815	0.6580155043645429	0.32549597176809975	0.8764177106102833	0.9068563881108155	0.8722852009284626	1.2060258714090282	0.5174929644166382	0.13952940498487554	0.6580155043645429	0.32549597176809975	0.8764177106102833	0.9068563881108155	0.8722852009284626	1.2060258714090282	0.5174929644166382	0.13952940498487554
NR	YAG	0	12	0.5002220618587249	0.30293017377306836	0.7173333333215838	0.798766957941471	0.6931603837999999	1.3241959883322607	0.3589308351378539	0.14157431164219342	0.5002220618587249	0.30293017377306836	0.7173333333215838	0.798766957941471	0.6931603837999999	1.3241959883322607	0.3589308351378539	0.14157431164219342	0.47707641404523793	0.36294111240386007	0.7713015401941374	0.8136998137277422	0.6282978145827891	0.9889073839294545	0.26859760271715616	0.2479858269215889	0.5002220618587249	0.30293017377306836	0.7173333333215838	0.798766957941471	0.6931603837999999	1.3241959883322607	0.3589308351378539	0.14157431164219342	0.5002220618587249	0.30293017377306836	0.7173333333215838	0.798766957941471	0.6931603837999999	1.3241959883322607	0.3589308351378539	0.14157431164219342
NR	YAG	0	12	0.5184362735022126	0.3903554148090365	0.6203377457642208	0.7579608366509262	0.6736951013191945	1.0438301025023466	0.44527049570092553	0.057649791193681944	0.5184362735022126	0.3903554148090365	0.6203377457642208	0.7579608366509262	0.6736951013191945	1.0438301025023466	0.44527049570092553	0.057649791193681944	0.5006394219593087	0.44190965296156837	0.6109228611570199	0.752571741777853	0.6182647781533375	0.8230361366540302	0.3728117436981675	0.22673835784422405	0.5184362735022126	0.3903554148090365	0.6203377457642208	0.7579608366509262	0.6736951013191945	1.0438301025023466	0.44527049570092553	0.057649791193681944	0.5184362735022126	0.3903554148090365	0.6203377457642208	0.7579608366509262	0.6736951013191945	1.0438301025023466	0.44527049570092553	0.057649791193681944
NR	YAG	0	12	0.45489074423739434	0.22326097393342278	0.7078959822600798	0.5614575247616241	0.5088398803632679	0.9525243655324752	0.38916778365024035	0.15863522018793919	0.45489074423739434	0.22326097393342278	0.7078959822600798	0.5614575247616241	0.5088398803632679	0.9525243655324752	0.38916778365024035	0.15863522018793919	0.43782084647493646	0.25824123856926307	0.6360150036881058	0.6060868256511347	0.5127670404433899	0.772969602222186	0.4089616455377032	0.21262766660235458	0.45489074423739434	0.22326097393342278	0.7078959822600798	0.5614575247616241	0.5088398803632679	0.9525243655324752	0.38916778365024035	0.15863522018793919	0.45489074423739434	0.22326097393342278	0.7078959822600798	0.5614575247616241	0.5088398803632679	0.9525243655324752	0.38916778365024035	0.15863522018793919
NR	YAG	0	12	0.3559261820268638	0.2539372680838988	0.4240343883862617	0.3880177097200696	0.45483591087751085	0.6063863939359738	0.4239145614971439	0.18288345773845274	0.3559261820268638	0.2539372680838988	0.4240343883862617	0.3880177097200696	0.45483591087751085	0.6063863939359738	0.4239145614971439	0.18288345773845274	0.3399876420059889	0.3010709546113652	0.4410547637301825	0.46343853722946704	0.4347827179572873	0.571655771640643	0.3589601163488031	0.23026074751438502	0.3559261820268638	0.2539372680838988	0.4240343883862617	0.3880177097200696	0.45483591087751085	0.6063863939359738	0.4239145614971439	0.18288345773845274	0.3559261820268638	0.2539372680838988	0.4240343883862617	0.3880177097200696	0.45483591087751085	0.6063863939359738	0.4239145614971439	0.18288345773845274
NR	YAG	0	12	0.6859683550030088	0.21921846235739323	0.6309441526335108	0.7731294830636163	0.724677764763271	1.0085898898695718	0.41394860304212366	0.2521905539463666	0.6859683550030088	0.21921846235739323	0.6309441526335108	0.7731294830636163	0.724677764763271	1.0085898898695718	0.41394860304212366	0.2521905539463666	0.6461243461861294	0.2111105912220574	0.6209118978627974	0.6635862496053256	0.5789889056486195	0.7803699026326483	0.339347225724001	0.44222612195984246	0.6859683550030088	0.21921846235739323	0.6309441526335108	0.7731294830636163	0.724677764763271	1.0085898898695718	0.41394860304212366	0.2521905539463666	0.6859683550030088	0.21921846235739323	0.6309441526335108	0.7731294830636163	0.724677764763271	1.0085898898695718	0.41394860304212366	0.2521905539463666
NR	YAG	0	12	0.5746989818887613	0.4026071176108831	0.8406759076822206	0.9624806374240561	0.8427754517038049	1.6530849388240674	0.7435515690411099	0.12118798367717831	0.5746989818887613	0.4026071176108831	0.8406759076822206	0.9624806374240561	0.8427754517038049	1.6530849388240674	0.7435515690411099	0.12118798367717831	0.5062680861969648	0.36647381273966084	0.8706751643799021	0.8860088056423712	0.7015265296590065	1.1222228464862267	0.5342568957579222	0.29871587426434376	0.5746989818887613	0.4026071176108831	0.8406759076822206	0.9624806374240561	0.8427754517038049	1.6530849388240674	0.7435515690411099	0.12118798367717831	0.5746989818887613	0.4026071176108831	0.8406759076822206	0.9624806374240561	0.8427754517038049	1.6530849388240674	0.7435515690411099	0.12118798367717831
NR	YAG	0	12	0.482745502756676	0.4308858494733361	0.831419176148	1.033880439050042	0.869434844854208	1.441010829867681	0.6823274674694317	0.10310549644735609	0.482745502756676	0.4308858494733361	0.831419176148	1.033880439050042	0.869434844854208	1.441010829867681	0.6823274674694317	0.10310549644735609	0.42768224973311797	0.4096099877521301	0.9309542640197415	0.9868428375324088	0.7386265399831384	1.1012416987168487	0.5446647503125277	0.2853658990807923	0.482745502756676	0.4308858494733361	0.831419176148	1.033880439050042	0.869434844854208	1.441010829867681	0.6823274674694317	0.10310549644735609	0.482745502756676	0.4308858494733361	0.831419176148	1.033880439050042	0.869434844854208	1.441010829867681	0.6823274674694317	0.10310549644735609
NR	YAG	0	12	0.3560889512532845	0.3350880775473654	0.7087849212798114	0.8025095392728958	0.6369979842878287	1.0328746575374936	0.725444697909083	0.16067834724396932	0.3560889512532845	0.3350880775473654	0.7087849212798114	0.8025095392728958	0.6369979842878287	1.0328746575374936	0.725444697909083	0.16067834724396932	0.3332598367727545	0.32149958764165765	0.7287491261161554	0.8030734201006888	0.5981039111177966	0.7969980179431776	0.5883335520625909	0.31746385448701303	0.3560889512532845	0.3350880775473654	0.7087849212798114	0.8025095392728958	0.6369979842878287	1.0328746575374936	0.725444697909083	0.16067834724396932	0.3560889512532845	0.3350880775473654	0.7087849212798114	0.8025095392728958	0.6369979842878287	1.0328746575374936	0.725444697909083	0.16067834724396932
