	task	subject	sentence_id	word_id	FFD_a1	FFD_a2	FFD_b1	FFD_b2	FFD_g1	FFD_g2	FFD_t1	FFD_t2	GD_a1	GD_a2	GD_b1	GD_b2	GD_g1	GD_g2	GD_t1	GD_t2	GPT_a1	GPT_a2	GPT_b1	GPT_b2	GPT_g1	GPT_g2	GPT_t1	GPT_t2	SFD_a1	SFD_a2	SFD_b1	SFD_b2	SFD_g1	SFD_g2	SFD_t1	SFD_t2	TRT_a1	TRT_a2	TRT_b1	TRT_b2	TRT_g1	TRT_g2	TRT_t1	TRT_t2
0	NR	YAC	1	2	0.07757763866165913	0.09698111343840976	0.15125834801140556	0.19124533458058735	0.15020991526287675	0.1605323628669567	0.14561836890897287	0.04216897830021068	0.07757763866165913	0.09698111343840976	0.15125834801140556	0.19124533458058735	0.15020991526287675	0.1605323628669567	0.14561836890897287	0.04216897830021068	0.07757763866165913	0.09698111343840976	0.15125834801140556	0.19124533458058735	0.15020991526287675	0.1605323628669567	0.14561836890897287	0.04216897830021068	-1	-1	-1	-1	-1	-1	-1	-1	0.12101190363466338	0.10889456870059411	0.0913645444826324	0.17723030940590334	0.16659117972880333	0.2098536519207674	0.10119542807955796	0.08202498990987957
1	NR	YAC	1	2	0.2486674237353082	0.11533892088925062	0.11654884817395564	0.190394902048541	0.22836757194343024	0.643253536622442	0.19746574991415086	0.12333862780817899	0.2486674237353082	0.11533892088925062	0.11654884817395564	0.190394902048541	0.22836757194343024	0.643253536622442	0.19746574991415086	0.12333862780817899	0.2486674237353082	0.11533892088925062	0.11654884817395564	0.190394902048541	0.22836757194343024	0.643253536622442	0.19746574991415086	0.12333862780817899	-1	-1	-1	-1	-1	-1	-1	-1	0.23119323669420178	0.20156684999796087	0.15480555214528585	0.2955645276419461	0.2428067813135908	0.7387153346305977	0.1712828137316006	0.27178365058875714
2	NR	YAC	1	2	0.22169848695865688	0.19072819754165243	0.2779509752043116	0.4127765735860266	0.2830401261756042	0.6752639544001968	0.261070106980851	0.08624940736235043	0.22169848695865688	0.19072819754165243	0.2779509752043116	0.4127765735860266	0.2830401261756042	0.6752639544001968	0.261070106980851	0.08624940736235043	0.22169848695865688	0.19072819754165243	0.2779509752043116	0.4127765735860266	0.2830401261756042	0.6752639544001968	0.261070106980851	0.08624940736235043	-1	-1	-1	-1	-1	-1	-1	-1	0.2543043110251021	0.14244487722347915	0.20847567456172958	0.4986754163616185	0.38228130566925567	0.8151794789024499	0.22978223953765803	0.24727726528028537
3	NR	YAC	1	2	0.2685749561742344	0.2321654251892004	0.36754239678955714	0.6097634368184456	0.45835508831769534	0.8433661853857084	0.30941094667563973	0.1409682162181339	0.2685749561742344	0.2321654251892004	0.36754239678955714	0.6097634368184456	0.45835508831769534	0.8433661853857084	0.30941094667563973	0.1409682162181339	0.2685749561742344	0.2321654251892004	0.36754239678955714	0.6097634368184456	0.45835508831769534	0.8433661853857084	0.30941094667563973	0.1409682162181339	-1	-1	-1	-1	-1	-1	-1	-1	0.2988606149695647	0.14931332788620175	0.33117513020266487	0.6787729540826332	0.5892604671973818	1.04568456211683	0.29916346859761445	0.31276444636768735
4	NR	YAC	1	2	0.20327941744761263	0.23493675716473203	0.36472195253289263	0.5574781125402879	0.49090907583731963	0.44933955741307124	0.262981021069604	0.09742199502109092	0.20327941744761263	0.23493675716473203	0.36472195253289263	0.5574781125402879	0.49090907583731963	0.44933955741307124	0.262981021069604	0.09742199502109092	0.20327941744761263	0.23493675716473203	0.36472195253289263	0.5574781125402879	0.49090907583731963	0.44933955741307124	0.262981021069604	0.09742199502109092	-1	-1	-1	-1	-1	-1	-1	-1	0.23613407470143874	0.25411178075974405	0.31585117149322506	0.4787030762079981	0.5186588928093602	0.5276193494338953	0.21406058203571665	0.1622027146492609
5	NR	YAC	1	2	0.34284245871036234	0.15329133344850934	0.3352075379339287	0.46489160537547874	0.32817669143318434	0.5018374013875735	0.3488029728931156	0.1595433424361546	0.34284245871036234	0.15329133344850934	0.3352075379339287	0.46489160537547874	0.32817669143318434	0.5018374013875735	0.3488029728931156	0.1595433424361546	0.34284245871036234	0.15329133344850934	0.3352075379339287	0.46489160537547874	0.32817669143318434	0.5018374013875735	0.3488029728931156	0.1595433424361546	-1	-1	-1	-1	-1	-1	-1	-1	0.22329608462306233	0.13025600549539107	0.23533271547563023	0.327976150163094	0.41049324833165046	0.4892094396256734	0.21487502556555788	0.14428908067510485
6	NR	YAC	1	2	0.2779666187371787	0.23531990786193524	0.2091588075843913	0.2361466214742428	0.1383126740929415	0.3525007343829453	0.29928171972865725	0.1075829160405397	0.2779666187371787	0.23531990786193524	0.2091588075843913	0.2361466214742428	0.1383126740929415	0.3525007343829453	0.29928171972865725	0.1075829160405397	0.2779666187371787	0.23531990786193524	0.2091588075843913	0.2361466214742428	0.1383126740929415	0.3525007343829453	0.29928171972865725	0.1075829160405397	-1	-1	-1	-1	-1	-1	-1	-1	0.2506579269205726	0.20101715421702482	0.14249965514794985	0.307381945920458	0.1778254565223492	0.3938181718537482	0.17859376175545227	0.16401201041928426
7	NR	YAC	1	2	0.3327666234996039	0.2578684647886754	0.2982953658236774	0.41021354372874796	0.24357043170303683	0.7368449550842525	0.3273928129735235	0.10644646605152305	0.3327666234996039	0.2578684647886754	0.2982953658236774	0.41021354372874796	0.24357043170303683	0.7368449550842525	0.3273928129735235	0.10644646605152305	0.3327666234996039	0.2578684647886754	0.2982953658236774	0.41021354372874796	0.24357043170303683	0.7368449550842525	0.3273928129735235	0.10644646605152305	-1	-1	-1	-1	-1	-1	-1	-1	0.3126826207538138	0.19975367594265495	0.2125428162100605	0.5344765887892526	0.3410630898611735	0.8396547474146543	0.24866021799644691	0.26408686724524194
8	NR	YAC	1	2	0.4269843985321346	0.3508176268200532	0.35785153924393687	0.5032268574034178	0.30399544303235504	0.9272021648246351	0.3760619204307871	0.13768010905697517	0.4269843985321346	0.3508176268200532	0.35785153924393687	0.5032268574034178	0.30399544303235504	0.9272021648246351	0.3760619204307871	0.13768010905697517	0.4269843985321346	0.3508176268200532	0.35785153924393687	0.5032268574034178	0.30399544303235504	0.9272021648246351	0.3760619204307871	0.13768010905697517	-1	-1	-1	-1	-1	-1	-1	-1	0.3642759939798603	0.23660777624521484	0.2867747521471742	0.6823986839018924	0.40469884322265803	1.0037554354610012	0.2901533337516321	0.30079785921803487
9	NR	YAC	1	2	0.8890135333525874	0.507587354617242	0.485006284890123	0.6827643832079231	0.40746867407182014	1.1906390616570708	0.7689967873313766	0.3365826289185481	0.8890135333525874	0.507587354617242	0.485006284890123	0.6827643832079231	0.40746867407182014	1.1906390616570708	0.7689967873313766	0.3365826289185481	0.8890135333525874	0.507587354617242	0.485006284890123	0.6827643832079231	0.40746867407182014	1.1906390616570708	0.7689967873313766	0.3365826289185481	-1	-1	-1	-1	-1	-1	-1	-1	0.6362064283059813	0.516169992249	0.3929862275880559	0.8206722125956827	0.5804890052049059	1.3043214702114079	0.46966146491958455	0.5131991369457317
