task	subject	sentence_id	mean_a1	mean_a2	mean_b1	mean_b2	mean_g1	mean_g2	mean_t1	mean_t2
NR	YAC	2	0.1282572907181469	0.1336299749877231	0.13094754934484557	0.18231443339124065	0.16678222354211877	0.2385401708430421	0.17865984864160642	0.142035030576015
NR	YAC	2	0.18347963580394402	0.21507017599430173	0.22301506655716052	0.26141595925410127	0.22804157833111316	0.8076588505183624	0.3250688597284019	0.22932295866304125
NR	YAC	2	0.2617124568058443	0.3031361178212484	0.2693392506029154	0.36815776537315736	0.35239949702827167	0.8997290852974371	0.3795318290407588	0.31033992612903777
NR	YAC	2	0.3537793792573697	0.40718395640792576	0.357518153719142	0.5062146372420497	0.5083775710628272	1.1219360105014793	0.4854644957709462	0.39192597207456675
NR	YAC	2	0.3056280292926591	0.33101903568465646	0.3178809488490104	0.4731165292483531	0.46667415421415553	0.5758421980646505	0.4094696493223752	0.32643611281833074
NR	YAC	2	0.2150338629468806	0.24627104681142198	0.27691724813130725	0.41103625392706195	0.40052253742888844	0.3876834498136115	0.33152522979588045	0.2466689292732091
NR	YAC	2	0.16239200510473684	0.1730583931050456	0.17463147757775166	0.22328574499856138	0.19964182067298025	0.459493601168848	0.23603169342478034	0.1939555043730174
NR	YAC	2	0.2541158594034222	0.30036894005035275	0.27505752032611275	0.3673129770708817	0.34179187332718425	0.9366064826949517	0.37877878196085957	0.3191085181793649
NR	YAC	2	0.2932122764710671	0.354195787754427	0.32735584570978055	0.4446917900478241	0.4191025035227018	1.1203473172345135	0.42923899160404055	0.37142655222809506
NR	YAC	2	0.390593380390963	0.4514661500063369	0.44063677616263963	0.553082654062693	0.49366050053104665	1.3597650101506518	0.5858109916904214	0.4881999011331644
NR	YAC	2	0.35779716852636423	0.3945532965854052	0.4301919202666433	0.6527431245557784	0.6413212962041053	0.6268579916141527	0.504899371584276	0.39611749957333336
NR	YAC	2	0.8465780725652154	0.9781453128939418	0.9118828863930432	1.287922434542703	1.359302390389714	1.3238047849360026	1.2582269890846198	0.7978181220769974
NR	YAC	2	0.3263591668679022	0.3891742450685259	0.3648093289532087	0.47656667666884767	0.43720822913728835	1.2866767068227813	0.5000519625405502	0.4145732005849272
NR	YAC	2	0.3505454319511698	0.40612931724478674	0.3917789196316217	0.5152238988300698	0.47390155616407376	1.214788571402763	0.5019440563946266	0.4449691711511615
NR	YAC	2	0.33628339935573803	0.3794724592368133	0.3702777358149728	0.5262992914213971	0.5161500283546498	0.9646978685589124	0.457507625414205	0.4127901635469565
NR	YAC	2	0.3426057444782645	0.3657246290054255	0.3707402713828351	0.543323865721578	0.523778860977615	0.6567342416194221	0.4432987793314068	0.3879123023591177
NR	YAC	2	0.27820095381276505	0.32100413826185187	0.31190254128365313	0.39325152266947455	0.35542700675095035	0.8863618160425266	0.42154559133353275	0.35302336623674585
NR	YAC	2	0.357684938642778	0.40100986260081295	0.39161038064326853	0.5207699938789292	0.4790106604802108	1.1165452889719623	0.48987657956851943	0.4408685786765146
NR	YAC	2	0.3990403145665544	0.4486850452746326	0.43314394868022826	0.6051417897965271	0.5834463122442324	1.2221881429504342	0.5426873217367545	0.48892015668857874
NR	YAC	2	0.22719270970850627	0.23838258684411395	0.2477848312974495	0.35168490727742957	0.33207362620581604	0.44044556271979984	0.28902619119870343	0.26633484039258576
NR	YAC	2	0.3186277084129908	0.34081454310007886	0.347250415295358	0.5032683461722296	0.48415013442804433	0.6293667877359117	0.41567612863774456	0.36555311653111194
NR	YAC	2	0.4202743312293496	0.45878557468101294	0.46008347026219365	0.6413879476854333	0.6122731987368354	0.9707281017396721	0.568158711922125	0.4917474727828622
NR	YAC	2	0.3923666346080231	0.42288492002649597	0.4455818948302137	0.6824712012469238	0.6543274598378401	0.7574707980238483	0.5087306181326865	0.4315921853255127
NR	YAC	2	0.4060344887058052	0.43875052032138373	0.46170843181487287	0.6989734688679836	0.6562065985165437	0.8082154229990699	0.5241110854491736	0.43984451976652367
NR	YAC	2	0.3857644415689622	0.4701169729375276	0.5121150561564403	0.6941468957376136	0.6074064042829463	1.4699812624894522	0.5989795941301596	0.4432056573396327
NR	YAC	2	0.2622175583168792	0.28718051308487214	0.3065702496444134	0.4758643855698943	0.4779344675932316	0.45964969641881837	0.3620515453317899	0.296870661825062
NR	YAC	2	0.4355013540014077	0.4634737301558636	0.46937160343671336	0.7367164745966495	0.716416090156736	0.6932170157681845	0.5397572616040932	0.47443538290651227
NR	YAC	2	0.4029515488479421	0.4432551048448909	0.4689307255301603	0.7028592651248236	0.659746477000706	0.95299644938985	0.5422051575213225	0.4554256417421069
NR	YAC	2	0.4111600037217178	0.44728150747676354	0.4730667878649315	0.7155987566378476	0.6768593310397616	0.8754804160893409	0.5398872708251752	0.45569223591678865
NR	YAC	2	0.39429145467986665	0.46554493494265115	0.5079321674140139	0.7004877741188654	0.6191012178555642	1.3384490012660732	0.5768296528957926	0.44420033795554
NR	YAC	2	0.16753964455098072	0.16544942023776907	0.1586131445650906	0.2444668458388103	0.22294220508942494	0.2376537139774276	0.19083484021830766	0.15265892172438583
NR	YAC	2	0.450286108919229	0.5415159101103082	0.587462144068301	0.8081066801594531	0.7079306373314531	1.8373168850122605	0.7306358003650961	0.5249475427698533
NR	YAC	2	0.5745979794114056	0.6017586960003598	0.6192591824061021	0.9589612794751842	0.9178688903531181	1.160805786562136	0.7410306281295659	0.6376044544855779
NR	YAC	2	0.43693921754891957	0.49566011790681486	0.5343171416849798	0.7838439677410732	0.7280827862835473	1.167228838761864	0.6165916116792343	0.5049954654535239
NR	YAC	2	0.39523754633364133	0.45733983706609654	0.4991377626489049	0.7127633007520651	0.6488532465999909	1.1718253345903675	0.5685544956734877	0.45381083829765717
NR	YAC	2	0.23188072467809007	0.23116197622398665	0.23110631721985758	0.31829291264982384	0.2898876557236735	0.5876947056102895	0.2980774461104406	0.25298716405113836
NR	YAC	2	0.23327831987018488	0.26423373985616394	0.2715744837973814	0.37267194553724947	0.33068246486201275	0.41842378045983936	0.3045303540124967	0.23904773581507713
